国家,日期,累计确诊,累计死亡,累计治愈
丹麦,06.15,12417,11290,598
丹麦,06.14,12393,11268,597
丹麦,06.13,12339,11235,597
丹麦,06.12,12299,11193,594
丹麦,06.11,12235,11155,593
丹麦,06.10,12216,11104,593
丹麦,06.09,12162,10992,593
丹麦,06.08,12162,10992,593
丹麦,06.07,12148,10955,589
丹麦,06.06,12124,10921,587
丹麦,06.05,12075,10853,586
丹麦,06.04,12011,10818,582
丹麦,06.03,11971,10750,580
丹麦,06.02,11934,10687,580
丹麦,06.01,11899,10610,576
丹麦,05.31,11869,10560,574
丹麦,05.30,11833,10525,571
丹麦,05.29,11793,10438,568
丹麦,05.28,11712,10378,568
丹麦,05.27,11679,10304,565
丹麦,05.26,11627,10242,563
丹麦,05.25,11586,10162,563
丹麦,05.24,11558,10098,562
丹麦,05.23,11487,10034,561
丹麦,05.22,11428,9962,561
丹麦,05.21,11380,9841,561
丹麦,05.20,11315,9734,554
丹麦,05.19,11242,9614,551
丹麦,05.18,11166,9425,547
丹麦,05.17,11125,9425,547
丹麦,05.16,11056,9305,543
丹麦,05.15,10911,9003,537
丹麦,05.14,10911,9003,537
丹麦,05.13,10865,8861,533
丹麦,05.12,10789,8526,533
丹麦,05.11,10711,8415,529
丹麦,05.10,10627,8415,529
丹麦,05.09,10517,8291,526
丹麦,05.08,10416,8124,522
丹麦,05.07,10281,7689,506
丹麦,05.06,10136,7689,506
丹麦,05.05,10019,7492,503
丹麦,05.04,9868,7284,493
丹麦,05.03,9721,7183,484
丹麦,05.02,9605,7084,475
丹麦,05.01,9509,6924,460
丹麦,04.30,9356,6741,452
丹麦,04.29,9206,6558,443
丹麦,04.28,9049,6313,434
丹麦,04.27,8896,6148,427
丹麦,04.26,8773,5994,422
丹麦,04.25,8643,5858,418
丹麦,04.24,8408,5715,403
丹麦,04.23,8271,5573,394
丹麦,04.22,8108,5276,384
丹麦,04.21,7891,4889,370
丹麦,04.20,7711,4499,364
丹麦,04.19,7580,4328,364
丹麦,04.18,7437,4031,364
丹麦,04.17,7268,3571,336
丹麦,04.16,7074,3203,321
丹麦,04.15,6876,2692,309
丹麦,04.14,6691,2689,299
丹麦,04.13,6513,2403,285
丹麦,04.12,6369,2291,273
丹麦,04.11,6191,2111,260
丹麦,04.10,6014,1929,247
丹麦,04.09,5830,1883,237
丹麦,04.08,5581,1762,218
丹麦,04.07,5173,1624,203
丹麦,04.06,4841,1488,187
丹麦,04.05,4269,1385,161
丹麦,04.04,3948,1289,139
丹麦,04.03,3861,1183,123
丹麦,04.02,3542,977,104
丹麦,04.01,3275,77,90
丹麦,03.31,2994,73,77
丹麦,03.30,2733,73,77
丹麦,03.29,2564,73,72
丹麦,03.28,2046,0,52
丹麦,03.27,1877,0,41
丹麦,03.26,1724,0,34
丹麦,03.25,1591,0,32
丹麦,03.24,1577,0,24
丹麦,03.23,1450,0,13
丹麦,03.22,1326,0,13
丹麦,03.21,1255,0,9
丹麦,03.20,1226,0,9
丹麦,03.19,1057,0,4
丹麦,03.18,977,0,4
丹麦,03.17,914,0,4
丹麦,03.16,898,0,3
丹麦,03.15,827,0,0
丹麦,03.14,827,0,0
丹麦,03.13,785,0,0
丹麦,03.12,615,0,0
丹麦,03.11,340,0,0
丹麦,03.10,156,0,0
丹麦,03.09,35,0,0
丹麦,03.08,27,0,0
丹麦,03.07,27,0,0
丹麦,03.06,20,0,0
丹麦,03.05,15,0,0
丹麦,03.04,10,0,0
丹麦,03.03,6,0,0
丹麦,03.02,4,0,0
丹麦,03.01,3,0,0
丹麦,02.29,3,0,0
丹麦,02.28,1,0,0
丹麦,02.27,1,0,0
以色列,06.15,19121,15389,302
以色列,06.14,19008,15360,300
以色列,06.13,18876,15319,300
以色列,06.12,18701,15288,300
以色列,06.11,18461,15214,300
以色列,06.10,18268,15168,299
以色列,06.09,18089,15137,298
以色列,06.08,17915,15102,298
以色列,06.07,17783,15064,297
以色列,06.06,17706,15042,297
以色列,06.05,17562,15026,297
以色列,06.04,17429,14993,291
以色列,06.03,17342,14955,290
以色列,06.02,17219,14915,287
以色列,06.01,17106,14826,285
以色列,05.31,17024,14812,284
以色列,05.30,17008,14776,284
以色列,05.29,16887,14727,284
以色列,05.28,16809,14602,281
以色列,05.27,16771,14486,281
以色列,05.26,16743,14362,281
以色列,05.25,16720,14203,280
以色列,05.24,16712,14093,279
以色列,05.23,16712,14085,279
以色列,05.22,16690,13915,279
以色列,05.21,16670,13617,279
以色列,05.20,16659,13435,278
以色列,05.19,16650,13299,277
以色列,05.18,16621,13014,272
以色列,05.17,16608,12884,271
以色列,05.16,16606,12820,267
以色列,05.15,16589,12587,266
以色列,05.14,16567,12364,264
以色列,05.13,16539,12173,262
以色列,05.12,16526,11956,258
以色列,05.11,16492,11548,254
以色列,05.10,16458,11384,248
以色列,05.09,16444,11313,245
以色列,05.08,16409,11007,245
以色列,05.07,16346,10737,239
以色列,05.06,16314,10527,238
以色列,05.05,16268,10223,237
以色列,05.04,16237,9858,234
以色列,05.03,16193,9634,230
以色列,05.02,16152,9400,227
以色列,05.01,16004,8758,223
以色列,04.30,15870,8412,219
以色列,04.29,15782,7929,212
以色列,04.28,15589,7375,208
以色列,04.27,15466,6796,202
以色列,04.26,15398,6602,199
以色列,04.25,15148,6159,198
以色列,04.24,14882,5685,193
以色列,04.23,14592,5334,191
以色列,04.22,14326,4961,187
以色列,04.21,13883,4353,181
以色列,04.20,13654,3872,173
以色列,04.19,13362,3564,171
以色列,04.18,13107,3247,158
以色列,04.17,12855,2967,148
以色列,04.16,12591,2624,140
以色列,04.15,12200,2309,126
以色列,04.14,11868,2001,117
以色列,04.13,11235,1689,110
以色列,04.12,10878,1388,103
以色列,04.11,10525,1258,96
以色列,04.10,10095,1061,93
以色列,04.09,9755,864,79
以色列,04.08,9404,801,72
以色列,04.07,9006,683,60
以色列,04.06,8611,585,51
以色列,04.05,8018,477,46
以色列,04.04,7589,427,42
以色列,04.03,7030,338,37
以色列,04.02,6360,289,33
以色列,04.01,5591,226,21
以色列,03.31,4831,163,17
以色列,03.30,4347,139,16
以色列,03.29,3865,89,13
以色列,03.28,3035,79,10
以色列,03.27,3035,79,10
以色列,03.26,2710,58,5
以色列,03.25,2710,58,5
以色列,03.24,1656,49,1
以色列,03.23,1238,15,1
以色列,03.22,945,15,1
以色列,03.21,883,15,1
以色列,03.20,705,14,0
以色列,03.19,529,4,0
以色列,03.18,443,4,0
以色列,03.17,298,4,0
以色列,03.16,344,4,0
以色列,03.15,195,1,0
以色列,03.14,154,1,0
以色列,03.13,126,1,0
以色列,03.12,100,1,0
以色列,03.11,76,1,0
以色列,03.10,50,1,0
以色列,03.09,39,1,0
以色列,03.08,25,1,0
以色列,03.07,21,1,0
以色列,03.06,17,1,0
以色列,03.05,15,1,0
以色列,03.04,15,1,0
以色列,03.03,12,1,0
以色列,03.02,10,1,0
以色列,03.01,10,1,0
以色列,02.29,9,1,0
以色列,02.28,8,1,0
以色列,02.27,7,1,0
以色列,02.26,6,1,0
以色列,02.25,6,0,0
以色列,02.24,6,0,0
以色列,02.23,1,0,0
以色列,02.22,1,0,0
以色列,02.21,1,0,0
伊拉克,06.15,21315,9271,652
伊拉克,06.14,18950,7515,549
伊拉克,06.13,17770,6868,496
伊拉克,06.12,16675,6568,457
伊拉克,06.11,15414,6214,426
伊拉克,06.10,15414,6214,426
伊拉克,06.09,14268,5831,392
伊拉克,06.08,13481,5572,370
伊拉克,06.07,12366,5186,346
伊拉克,06.06,9846,4573,285
伊拉克,06.05,9846,4573,285
伊拉克,06.04,8840,4338,271
伊拉克,06.03,7387,3508,235
伊拉克,06.02,6868,3275,215
伊拉克,06.01,6439,3156,205
伊拉克,05.31,6179,3110,195
伊拉克,05.30,5873,3044,185
伊拉克,05.29,5457,2971,179
伊拉克,05.28,5135,2904,175
伊拉克,05.27,4848,2852,169
伊拉克,05.26,4632,2811,163
伊拉克,05.25,4469,2738,160
伊拉克,05.24,4272,2585,152
伊拉克,05.23,3964,2532,147
伊拉克,05.22,3877,2483,140
伊拉克,05.21,3724,2438,134
伊拉克,05.20,3611,2366,131
伊拉克,05.19,3554,2310,127
伊拉克,05.18,3404,2218,123
伊拉克,05.17,3260,2126,121
伊拉克,05.16,3193,2089,117
伊拉克,05.15,3193,2089,117
伊拉克,05.14,3032,1966,115
伊拉克,05.13,2913,1903,112
伊拉克,05.12,2818,1790,110
伊拉克,05.11,2767,1734,109
伊拉克,05.10,2697,1702,107
伊拉克,05.09,2603,1661,104
伊拉克,05.08,2543,1626,102
伊拉克,05.07,2480,1602,102
伊拉克,05.06,2431,1571,102
伊拉克,05.05,2346,1544,98
伊拉克,05.04,2296,1490,97
伊拉克,05.03,2219,1473,95
伊拉克,05.02,2153,1414,94
伊拉克,05.01,2085,1375,93
伊拉克,04.30,2003,1346,92
伊拉克,04.29,1928,1319,90
伊拉克,04.28,1847,1286,88
伊拉克,04.27,1820,1263,87
伊拉克,04.26,1763,1224,86
伊拉克,04.25,1708,1204,86
伊拉克,04.24,1677,1171,83
伊拉克,04.23,1631,1146,83
伊拉克,04.22,1602,1096,83
伊拉克,04.21,1574,1043,82
伊拉克,04.20,1539,1009,82
伊拉克,04.19,1513,953,82
伊拉克,04.18,1482,906,81
伊拉克,04.17,1434,856,80
伊拉克,04.16,1415,812,79
伊拉克,04.15,1400,766,78
伊拉克,04.14,1378,717,78
伊拉克,04.13,1352,640,76
伊拉克,04.12,1318,601,72
伊拉克,04.11,1279,550,70
伊拉克,04.10,1232,496,69
伊拉克,04.09,1202,452,69
伊拉克,04.08,1122,373,65
伊拉克,04.07,1031,344,64
伊拉克,04.06,961,279,61
伊拉克,04.05,878,259,56
伊拉克,04.04,820,202,54
伊拉克,04.03,772,202,54
伊拉克,04.02,772,202,54
伊拉克,04.01,694,152,46
伊拉克,03.31,630,152,46
伊拉克,03.30,547,143,42
伊拉克,03.29,547,143,42
伊拉克,03.28,506,131,42
伊拉克,03.27,458,122,40
伊拉克,03.26,382,107,36
伊拉克,03.25,316,75,27
伊拉克,03.24,266,62,23
伊拉克,03.23,233,57,20
伊拉克,03.22,214,50,17
伊拉克,03.21,208,50,17
伊拉克,03.20,192,32,13
伊拉克,03.19,164,32,10
伊拉克,03.18,164,32,10
伊拉克,03.17,154,32,10
伊拉克,03.16,124,26,9
伊拉克,03.15,110,26,9
伊拉克,03.14,93,24,9
伊拉克,03.13,83,24,8
伊拉克,03.12,73,15,8
伊拉克,03.11,67,9,7
伊拉克,03.10,67,9,7
伊拉克,03.09,61,0,6
伊拉克,03.08,54,0,4
伊拉克,03.07,46,0,4
伊拉克,03.06,38,0,1
伊拉克,03.05,31,0,1
伊拉克,03.04,31,0,1
伊拉克,03.03,26,0,0
伊拉克,03.02,21,0,0
伊拉克,03.01,13,0,0
伊拉克,02.29,8,0,0
伊拉克,02.28,7,0,0
伊拉克,02.27,6,0,0
伊拉克,02.26,5,0,0
伊拉克,02.25,4,0,0
伊拉克,02.24,1,0,0
伊拉克,02.23,1,0,0
俄罗斯,06.15,536484,284021,7081
俄罗斯,06.14,528267,279536,6938
俄罗斯,06.13,520129,274128,6829
俄罗斯,06.12,511423,268862,6715
俄罗斯,06.11,502436,260649,6532
俄罗斯,06.10,493657,252295,6358
俄罗斯,06.09,485253,241917,6142
俄罗斯,06.08,476658,230688,5971
俄罗斯,06.07,467673,226272,5859
俄罗斯,06.06,458689,221388,5725
俄罗斯,06.05,449834,212237,5528
俄罗斯,06.04,441108,204197,5384
俄罗斯,06.03,432277,195559,5215
俄罗斯,06.02,423741,186602,5037
俄罗斯,06.01,414878,175877,4855
俄罗斯,05.31,405843,171883,4693
俄罗斯,05.30,396575,167469,4555
俄罗斯,05.29,387623,159257,4374
俄罗斯,05.28,379051,150993,4142
俄罗斯,05.27,370680,142208,3968
俄罗斯,05.26,362342,131129,3807
俄罗斯,05.25,353427,118798,3633
俄罗斯,05.24,344481,113299,3541
俄罗斯,05.23,335882,107936,3388
俄罗斯,05.22,326448,99825,3249
俄罗斯,05.21,317554,92681,3099
俄罗斯,05.20,308705,85392,2972
俄罗斯,05.19,299941,76130,2837
俄罗斯,05.18,290678,70209,2722
俄罗斯,05.17,281752,67373,2631
俄罗斯,05.16,272043,63166,2537
俄罗斯,05.15,262843,58226,2418
俄罗斯,05.14,252245,53530,2305
俄罗斯,05.13,242271,48003,2212
俄罗斯,05.12,232243,43512,2116
俄罗斯,05.11,221344,39801,2009
俄罗斯,05.10,209688,34306,1915
俄罗斯,05.09,198676,31916,1827
俄罗斯,05.08,187859,26608,1723
俄罗斯,05.07,177160,23803,1625
俄罗斯,05.06,165929,21327,1537
俄罗斯,05.05,155370,19865,1451
俄罗斯,05.04,145268,18095,1356
俄罗斯,05.03,134687,16639,1280
俄罗斯,05.02,124054,15013,1222
俄罗斯,05.01,114431,13220,1169
俄罗斯,04.30,106498,11619,1073
俄罗斯,04.29,99399,10286,972
俄罗斯,04.28,93558,8456,867
俄罗斯,04.27,87147,7346,794
俄罗斯,04.26,80949,6767,747
俄罗斯,04.25,74588,6250,681
俄罗斯,04.24,68622,5568,615
俄罗斯,04.23,62773,4891,555
俄罗斯,04.22,57999,4420,513
俄罗斯,04.21,52763,3873,456
俄罗斯,04.20,47121,3446,405
俄罗斯,04.19,42853,3291,361
俄罗斯,04.18,36793,3057,313
俄罗斯,04.17,32008,2590,273
俄罗斯,04.16,27938,2304,232
俄罗斯,04.15,24490,1986,198
俄罗斯,04.14,21102,1694,170
俄罗斯,04.13,18328,1470,148
俄罗斯,04.12,15770,1291,130
俄罗斯,04.11,13584,1045,106
俄罗斯,04.10,11917,795,94
俄罗斯,04.09,10301,698,76
俄罗斯,04.08,8672,580,63
俄罗斯,04.07,7497,494,58
俄罗斯,04.06,6343,406,47
俄罗斯,04.05,5389,333,43
俄罗斯,04.04,4731,333,43
俄罗斯,04.03,4149,281,30
俄罗斯,04.02,3548,235,30
俄罗斯,04.01,2777,190,24
俄罗斯,03.31,2337,121,17
俄罗斯,03.30,1836,66,9
俄罗斯,03.29,1539,64,8
俄罗斯,03.28,1264,38,2
俄罗斯,03.27,1036,38,2
俄罗斯,03.26,840,38,2
俄罗斯,03.25,658,29,1
俄罗斯,03.24,498,16,1
俄罗斯,03.23,438,16,1
俄罗斯,03.22,306,16,1
俄罗斯,03.21,306,16,1
俄罗斯,03.20,253,8,1
俄罗斯,03.19,199,8,1
俄罗斯,03.18,147,8,0
俄罗斯,03.17,93,8,0
俄罗斯,03.16,93,8,0
俄罗斯,03.15,63,8,0
俄罗斯,03.14,59,8,0
俄罗斯,03.13,45,8,0
俄罗斯,03.12,28,2,0
俄罗斯,03.11,20,2,0
俄罗斯,03.10,20,2,0
俄罗斯,03.09,20,2,0
俄罗斯,03.08,17,2,0
俄罗斯,03.07,8,2,0
俄罗斯,03.06,8,2,0
俄罗斯,03.05,7,2,0
俄罗斯,03.04,3,2,0
俄罗斯,03.03,3,2,0
俄罗斯,03.02,3,2,0
俄罗斯,03.01,2,2,0
俄罗斯,02.29,2,2,0
俄罗斯,02.28,2,2,0
俄罗斯,02.27,2,2,0
俄罗斯,02.26,2,2,0
俄罗斯,02.25,2,2,0
俄罗斯,02.24,2,2,0
俄罗斯,02.23,2,2,0
俄罗斯,02.22,2,2,0
俄罗斯,02.21,2,2,0
俄罗斯,02.20,2,2,0
俄罗斯,02.19,2,2,0
俄罗斯,02.18,2,2,0
俄罗斯,02.17,2,2,0
俄罗斯,02.16,2,2,0
俄罗斯,02.15,2,2,0
俄罗斯,02.14,2,2,0
俄罗斯,02.13,2,2,0
俄罗斯,02.12,2,2,0
俄罗斯,02.11,2,0,0
俄罗斯,02.10,2,0,0
俄罗斯,02.09,2,0,0
俄罗斯,02.08,2,0,0
俄罗斯,02.07,2,0,0
俄罗斯,02.06,2,0,0
俄罗斯,02.05,2,0,0
俄罗斯,02.04,2,0,0
俄罗斯,02.03,2,0,0
俄罗斯,02.02,2,0,0
俄罗斯,02.01,2,0,0
俄罗斯,01.31,2,0,0
冰岛,06.15,1810,1796,10
冰岛,06.14,1810,1796,10
冰岛,06.13,1808,1794,10
冰岛,06.12,1807,1794,10
冰岛,06.11,1807,1794,10
冰岛,06.10,1807,1794,10
冰岛,06.09,1807,1794,10
冰岛,06.08,1807,1794,10
冰岛,06.07,1807,1794,10
冰岛,06.06,1806,1794,10
冰岛,06.05,1806,1794,10
冰岛,06.04,1806,1794,10
冰岛,06.03,1806,1794,10
冰岛,06.02,1806,1794,10
冰岛,06.01,1806,1794,10
冰岛,05.31,1806,1794,10
冰岛,05.30,1806,1794,10
冰岛,05.29,1805,1794,10
冰岛,05.28,1805,1792,10
冰岛,05.27,1805,1792,10
冰岛,05.26,1804,1792,10
冰岛,05.25,1804,1791,10
冰岛,05.24,1804,1791,10
冰岛,05.23,1804,1791,10
冰岛,05.22,1803,1790,10
冰岛,05.21,1803,1789,10
冰岛,05.20,1803,1789,10
冰岛,05.19,1802,1789,10
冰岛,05.18,1802,1786,10
冰岛,05.17,1802,1786,10
冰岛,05.16,1802,1786,10
冰岛,05.15,1802,1780,10
冰岛,05.14,1802,1780,10
冰岛,05.13,1802,1780,10
冰岛,05.12,1801,1773,10
冰岛,05.11,1801,1773,10
冰岛,05.10,1801,1773,10
冰岛,05.09,1801,1765,10
冰岛,05.08,1801,1755,10
冰岛,05.07,1799,1750,10
冰岛,05.06,1799,1750,10
冰岛,05.05,1799,1723,10
冰岛,05.04,1799,1717,10
冰岛,05.03,1798,1706,10
冰岛,05.02,1798,1689,10
冰岛,05.01,1797,1670,10
冰岛,04.30,1797,1656,10
冰岛,04.29,1797,1656,10
冰岛,04.28,1795,1624,10
冰岛,04.27,1792,1608,10
冰岛,04.26,1790,1570,10
冰岛,04.25,1790,1570,10
冰岛,04.24,1789,1542,10
冰岛,04.23,1789,1509,10
冰岛,04.22,1785,1462,10
冰岛,04.21,1778,1417,10
冰岛,04.20,1773,1362,9
冰岛,04.19,1760,1291,9
冰岛,04.18,1754,1224,9
冰岛,04.17,1739,1144,8
冰岛,04.16,1727,1077,8
冰岛,04.15,1720,989,8
冰岛,04.14,1711,933,8
冰岛,04.13,1701,889,8
冰岛,04.12,1701,889,8
冰岛,04.11,1675,751,7
冰岛,04.10,1648,688,6
冰岛,04.09,1616,633,6
冰岛,04.08,1586,559,6
冰岛,04.07,1586,559,6
冰岛,04.06,1486,428,4
冰岛,04.05,1417,157,4
冰岛,04.04,1364,157,2
冰岛,04.03,1319,157,2
冰岛,04.02,1319,157,2
冰岛,04.01,1220,157,2
冰岛,03.31,1086,157,2
冰岛,03.30,1020,135,2
冰岛,03.29,963,114,2
冰岛,03.28,890,82,2
冰岛,03.27,802,56,2
冰岛,03.26,739,56,2
冰岛,03.25,648,0,2
冰岛,03.24,588,0,0
冰岛,03.23,568,0,0
冰岛,03.22,473,0,0
冰岛,03.21,409,0,0
冰岛,03.20,330,0,0
冰岛,03.19,220,0,0
冰岛,03.18,220,0,0
冰岛,03.17,180,0,0
冰岛,03.16,177,0,0
冰岛,03.15,156,0,0
冰岛,03.14,156,0,0
冰岛,03.13,109,0,0
冰岛,03.12,109,0,0
冰岛,03.11,81,0,0
冰岛,03.10,60,0,0
冰岛,03.09,58,0,0
冰岛,03.08,50,0,0
冰岛,03.07,45,0,0
冰岛,03.06,34,0,0
冰岛,03.05,34,0,0
冰岛,03.04,16,0,0
冰岛,03.03,9,0,0
冰岛,03.02,3,0,0
冰岛,03.01,1,0,0
冰岛,02.29,1,0,0
加拿大,06.15,100404,60668,8218
加拿大,06.14,100044,59851,8183
加拿大,06.13,99595,59034,8125
加拿大,06.12,99168,58132,8071
加拿大,06.11,98720,57215,8038
加拿大,06.10,98241,56121,7970
加拿大,06.09,97779,55343,7910
加拿大,06.08,97178,54675,7877
加拿大,06.07,96475,54087,7850
加拿大,06.06,95947,53074,7778
加拿大,06.05,95269,52184,7717
加拿大,06.04,94646,51508,7579
加拿大,06.03,93960,50725,7477
加拿大,06.02,93288,50091,7404
加拿大,06.01,92479,49214,7374
加拿大,05.31,91681,48517,7159
加拿大,05.30,90910,47907,7063
加拿大,05.29,89976,46961,6982
加拿大,05.28,88996,46253,6877
加拿大,05.27,88093,45352,6753
加拿大,05.26,87122,44651,6669
加拿大,05.25,86106,43998,6669
加拿大,05.24,85151,43318,6669
加拿大,05.23,83947,42608,6669
加拿大,05.22,82750,41732,6669
加拿大,05.21,81575,40793,6669
加拿大,05.20,80523,40361,6669
加拿大,05.19,79411,39511,6669
加拿大,05.18,78332,38563,6669
加拿大,05.17,77243,38172,6669
加拿大,05.16,75963,36908,6669
加拿大,05.15,74782,36104,6669
加拿大,05.14,73612,35536,6669
加拿大,05.13,72419,34055,6669
加拿大,05.12,71264,33007,6669
加拿大,05.11,70091,32109,6669
加拿大,05.10,68924,31262,6669
加拿大,05.09,67676,30239,6669
加拿大,05.08,66201,29260,4541
加拿大,05.07,64694,28184,4366
加拿大,05.06,63215,27006,4190
加拿大,05.05,61957,26030,4003
加拿大,05.04,60541,24921,3795
加拿大,05.03,57927,23814,3684
加拿大,05.02,56343,22764,3537
加拿大,05.01,54457,21424,3310
加拿大,04.30,52865,20327,3155
加拿大,04.29,51158,19879,2984
加拿大,04.28,49616,18291,2861
加拿大,04.27,47166,17408,2663
加拿大,04.26,45493,16425,2549
加拿大,04.25,44526,15571,2386
加拿大,04.24,43353,14961,2244
加拿大,04.23,41650,14490,2081
加拿大,04.22,39464,13190,1915
加拿大,04.21,37933,12747,1753
加拿大,04.20,36039,11852,1626
加拿大,04.19,34386,11216,1520
加拿大,04.18,32857,10559,1356
加拿大,04.17,30987,9757,1258
加拿大,04.16,28379,8979,1010
加拿大,04.15,27064,8235,903
加拿大,04.14,25680,7758,780
加拿大,04.13,24384,7172,717
加拿大,04.12,23318,6663,654
加拿大,04.11,22148,6013,577
加拿大,04.10,20765,5311,524
加拿大,04.09,19290,4646,436
加拿大,04.08,17897,4047,381
加拿大,04.07,16667,3613,339
加拿大,04.06,15940,3081,281
加拿大,04.05,14022,2770,234
加拿大,04.04,12545,2321,188
加拿大,04.03,11284,1971,139
加拿大,04.02,10121,1592,127
加拿大,04.01,8591,1592,102
加拿大,03.31,7448,1020,89
加拿大,03.30,6321,466,66
加拿大,03.29,5656,466,61
加拿大,03.28,4756,202,55
加拿大,03.27,4043,202,39
加拿大,03.26,3409,7,36
加拿大,03.25,2892,7,28
加拿大,03.24,2091,7,24
加拿大,03.23,1470,7,20
加拿大,03.22,1330,7,19
加拿大,03.21,1146,7,13
加拿大,03.20,873,7,12
加拿大,03.19,727,7,9
加拿大,03.18,595,7,8
加拿大,03.17,436,7,4
加拿大,03.16,313,7,1
加拿大,03.15,253,7,1
加拿大,03.14,198,7,1
加拿大,03.13,149,7,1
加拿大,03.12,115,7,1
加拿大,03.11,95,7,1
加拿大,03.10,73,7,1
加拿大,03.09,66,7,0
加拿大,03.08,60,7,0
加拿大,03.07,53,7,0
加拿大,03.06,48,7,0
加拿大,03.05,34,7,0
加拿大,03.04,33,7,0
加拿大,03.03,27,7,0
加拿大,03.02,24,7,0
加拿大,03.01,20,4,0
加拿大,02.29,16,4,0
加拿大,02.28,14,4,0
加拿大,02.27,12,4,0
加拿大,02.26,11,4,0
加拿大,02.25,11,4,0
加拿大,02.24,10,3,0
加拿大,02.23,9,3,0
加拿大,02.22,9,3,0
加拿大,02.21,9,3,0
加拿大,02.20,8,3,0
加拿大,02.19,8,2,0
加拿大,02.18,8,2,0
加拿大,02.17,8,2,0
加拿大,02.16,8,2,0
加拿大,02.15,8,2,0
加拿大,02.14,7,2,0
加拿大,02.13,7,2,0
加拿大,02.12,7,2,0
加拿大,02.11,7,2,0
加拿大,02.10,7,2,0
加拿大,02.09,7,2,0
加拿大,02.08,5,2,0
加拿大,02.07,5,2,0
加拿大,02.06,5,2,0
加拿大,02.05,5,2,0
加拿大,02.04,4,2,0
加拿大,02.03,4,2,0
加拿大,02.02,4,2,0
加拿大,02.01,4,2,0
加拿大,01.31,3,1,0
加拿大,01.30,3,0,0
加拿大,01.29,3,0,0
加拿大,01.28,2,0,0
加拿大,01.27,1,0,0
加拿大,01.26,1,0,0
爱尔兰,06.15,25303,22698,1706
爱尔兰,06.14,25295,22698,1705
爱尔兰,06.13,25250,22698,1705
爱尔兰,06.12,25238,22698,1703
爱尔兰,06.11,25231,22698,1695
爱尔兰,06.10,25215,22698,1691
爱尔兰,06.09,25207,22698,1683
爱尔兰,06.08,25201,22698,1679
爱尔兰,06.07,25183,22698,1678
爱尔兰,06.06,25170,22698,1671
爱尔兰,06.05,25142,22698,1664
爱尔兰,06.04,25111,22698,1659
爱尔兰,06.03,25066,22089,1658
爱尔兰,06.02,25062,22089,1652
爱尔兰,06.01,24990,22089,1652
爱尔兰,05.31,24929,22089,1651
爱尔兰,05.30,24876,22089,1645
爱尔兰,05.29,24841,22089,1639
爱尔兰,05.28,24803,22089,1631
爱尔兰,05.27,24735,21060,1915
爱尔兰,05.26,24698,21060,1608
爱尔兰,05.25,24639,21060,1608
爱尔兰,05.24,24582,21060,1604
爱尔兰,05.23,24506,21060,1592
爱尔兰,05.22,24391,21060,1583
爱尔兰,05.21,24315,21060,1571
爱尔兰,05.20,24251,19470,1561
爱尔兰,05.19,24200,19470,1547
爱尔兰,05.18,24112,19470,1543
爱尔兰,05.17,24048,19470,1533
爱尔兰,05.16,23956,19470,1518
爱尔兰,05.15,23827,19470,1506
爱尔兰,05.14,23401,19470,1497
爱尔兰,05.13,23242,17110,1488
爱尔兰,05.12,23135,17110,1467
爱尔兰,05.11,22996,17110,1458
爱尔兰,05.10,22760,17110,1446
爱尔兰,05.09,22541,17110,1429
爱尔兰,05.08,22385,17110,1403
爱尔兰,05.07,22248,17110,1375
爱尔兰,05.06,21983,13386,1339
爱尔兰,05.05,21772,13386,1319
爱尔兰,05.04,21506,13386,1303
爱尔兰,05.03,21176,13386,1286
爱尔兰,05.02,20833,13386,1265
爱尔兰,05.01,20612,13386,1232
爱尔兰,04.30,20253,13386,1190
爱尔兰,04.29,19877,9233,1159
爱尔兰,04.28,19648,9233,1102
爱尔兰,04.27,19262,9233,1087
爱尔兰,04.26,18561,9233,1063
爱尔兰,04.25,18184,9233,1014
爱尔兰,04.24,17607,9233,794
爱尔兰,04.23,16671,9233,769
爱尔兰,04.22,16040,9233,730
爱尔兰,04.21,15652,77,687
爱尔兰,04.20,15251,77,610
爱尔兰,04.19,14758,77,571
爱尔兰,04.18,13980,77,530
爱尔兰,04.17,13271,77,487
爱尔兰,04.16,12547,77,444
爱尔兰,04.15,11479,77,406
爱尔兰,04.14,10647,25,365
爱尔兰,04.13,9655,25,334
爱尔兰,04.12,8928,25,320
爱尔兰,04.11,8089,25,287
爱尔兰,04.10,6574,25,263
爱尔兰,04.09,6074,25,235
爱尔兰,04.08,5709,25,210
爱尔兰,04.07,5364,25,174
爱尔兰,04.06,4994,25,158
爱尔兰,04.05,4604,25,137
爱尔兰,04.04,4273,25,120
爱尔兰,04.03,3849,5,98
爱尔兰,04.02,3447,5,85
爱尔兰,04.01,3235,5,71
爱尔兰,03.31,2910,5,54
爱尔兰,03.30,2615,5,46
爱尔兰,03.29,2415,5,36
爱尔兰,03.28,2121,0,22
爱尔兰,03.27,1819,0,19
爱尔兰,03.26,1564,0,9
爱尔兰,03.25,1329,0,7
爱尔兰,03.24,1125,0,6
爱尔兰,03.23,906,0,3
爱尔兰,03.22,785,0,3
爱尔兰,03.21,683,0,3
爱尔兰,03.20,557,0,2
爱尔兰,03.19,366,0,2
爱尔兰,03.18,292,0,2
爱尔兰,03.17,223,0,2
爱尔兰,03.16,169,0,2
爱尔兰,03.15,129,0,2
爱尔兰,03.14,90,0,1
