城市,日期,累计确诊,累计治愈,现存确诊,累计死亡,现存无症状
河北,05.23,328,322,0,6,0
河北,05.22,328,322,0,6,0
河北,05.21,328,322,0,6,0
河北,05.20,328,322,0,6,0
河北,05.19,328,322,0,6,0
河北,05.18,328,322,0,6,0
河北,05.17,328,322,0,6,0
河北,05.16,328,321,1,6,0
河北,05.15,328,321,1,6,0
河北,05.14,328,321,1,6,0
河北,05.13,328,321,1,6,0
河北,05.12,328,321,1,6,0
河北,05.11,328,321,1,6,0
河北,05.10,328,321,1,6,0
河北,05.09,328,321,1,6,0
河北,05.08,328,320,2,6,0
河北,05.07,328,320,2,6,0
河北,05.06,328,320,2,6,0
河北,05.05,328,320,2,6,0
河北,05.04,328,320,2,6,0
河北,05.03,328,318,4,6,0
河北,05.02,328,318,4,6,0
河北,05.01,328,318,4,6,0
河北,04.30,328,318,4,6,0
河北,04.29,328,318,4,6,0
河北,04.28,328,318,4,6,1
河北,04.27,328,318,4,6,1
河北,04.26,328,318,4,6,1
河北,04.25,328,318,4,6,1
河北,04.24,328,318,4,6,1
河北,04.23,328,317,5,6,2
河北,04.22,328,317,5,6,2
河北,04.21,328,317,5,6,3
河北,04.20,328,317,5,6,3
河北,04.19,328,317,5,6,4
河北,04.18,328,316,6,6,4
河北,04.17,328,316,6,6,4
河北,04.16,328,316,6,6,5
河北,04.15,328,315,7,6,6
河北,04.14,327,314,7,6,6
河北,04.13,327,314,7,6,7
河北,04.12,327,313,8,6,8
河北,04.11,327,313,8,6,8
河北,04.10,327,313,8,6,8
河北,04.09,327,313,8,6,8
河北,04.08,327,313,8,6,9
河北,04.07,327,312,9,6,9
河北,04.06,327,312,9,6,9
河北,04.05,327,310,11,6,12
河北,04.04,327,310,11,6,11
河北,04.03,326,310,10,6,11
河北,04.02,326,310,10,6,10
河北,04.01,325,310,9,6,12
河北,03.31,323,310,7,6,0
河北,03.30,321,310,5,6,0
河北,03.29,321,310,5,6,0
河北,03.28,319,310,3,6,0
河北,03.27,319,310,3,6,0
河北,03.26,319,310,3,6,0
河北,03.25,319,310,3,6,0
河北,03.24,319,310,3,6,0
河北,03.23,319,310,3,6,0
河北,03.22,319,310,3,6,0
河北,03.21,319,310,3,6,0
河北,03.20,318,310,2,6,0
河北,03.19,318,310,2,6,0
河北,03.18,318,310,2,6,0
河北,03.17,318,310,2,6,0
河北,03.16,318,310,2,6,0
河北,03.15,318,310,2,6,0
河北,03.14,318,310,2,6,0
河北,03.13,318,310,2,6,0
河北,03.12,318,310,2,6,0
河北,03.11,318,307,5,6,0
河北,03.10,318,307,5,6,0
河北,03.09,318,307,5,6,0
河北,03.08,318,307,5,6,0
河北,03.07,318,307,5,6,0
河北,03.06,318,305,7,6,0
河北,03.05,318,304,8,6,0
河北,03.04,318,301,11,6,0
河北,03.03,318,300,12,6,0
河北,03.02,318,297,15,6,0
河北,03.01,318,294,18,6,0
河北,02.29,318,283,29,6,0
河北,02.28,318,277,35,6,0
河北,02.27,318,274,38,6,0
河北,02.26,317,261,50,6,0
河北,02.25,312,248,58,6,0
河北,02.24,311,241,64,6,0
河北,02.23,311,221,84,6,0
河北,02.22,311,204,101,6,0
河北,02.21,309,184,119,6,0
河北,02.20,308,170,133,5,0
河北,02.19,307,152,150,5,0
河北,02.18,306,136,166,4,0
河北,02.17,302,123,175,4,0
河北,02.16,301,109,189,3,0
河北,02.15,300,101,196,3,0
河北,02.14,291,87,201,3,0
河北,02.13,283,69,211,3,0
河北,06.16,265,54,208,3,0
河北,02.11,251,48,201,2,0
河北,02.09,218,35,181,2,0
河北,02.08,206,30,174,2,0
河北,02.07,195,25,169,1,0
河北,02.06,171,16,154,1,0
河北,02.05,157,7,149,1,0
河北,02.04,135,4,130,1,0
河北,02.03,126,3,122,1,0
河北,02.02,113,3,109,1,0
河北,02.01,104,3,100,1,0
河北,01.31,96,,95,1,0
河北,01.30,82,,81,1,0
河北,01.29,65,,64,1,0
河北,01.28,48,,47,1,0
河北,01.27,33,,32,1,0
河北,01.26,18,,17,1,0
河北,01.25,13,,12,1,0
河北,01.24,8,,7,1,0
河北,01.23,2,,1,1,0
河北,01.22,1,,1,,0
黑龙江,06.14,947,934,0,13,24
黑龙江,06.13,947,934,0,13,25
黑龙江,06.12,947,934,0,13,25
黑龙江,06.11,947,934,0,13,25
黑龙江,06.10,947,934,0,13,26
黑龙江,06.09,947,934,0,13,30
黑龙江,06.08,947,934,0,13,15
黑龙江,06.07,947,934,0,13,15
黑龙江,06.06,947,934,0,13,15
黑龙江,06.05,947,934,0,13,15
黑龙江,06.04,945,932,0,13,15
黑龙江,06.03,945,932,0,13,15
黑龙江,06.02,945,932,0,13,15
黑龙江,06.01,945,932,0,13,15
黑龙江,05.31,945,932,0,13,13
黑龙江,05.30,945,932,0,13,11
黑龙江,05.29,945,932,0,13,11
黑龙江,05.28,945,932,0,13,11
黑龙江,05.27,945,932,0,13,11
黑龙江,05.26,945,932,0,13,7
黑龙江,05.25,945,932,0,13,2
黑龙江,05.24,945,932,0,13,0
黑龙江,05.23,945,932,0,13,0
黑龙江,05.22,945,932,0,13,0
黑龙江,05.21,945,932,0,13,0
黑龙江,05.20,945,932,0,13,1
黑龙江,05.19,945,932,0,13,1
黑龙江,05.18,945,932,0,13,4
黑龙江,05.17,945,932,0,13,4
黑龙江,05.16,945,932,0,13,4
黑龙江,05.15,945,931,1,13,4
黑龙江,05.14,945,930,2,13,5
黑龙江,05.13,945,930,2,13,5
黑龙江,05.12,945,929,3,13,5
黑龙江,05.11,945,924,8,13,6
黑龙江,05.10,945,904,28,13,7
黑龙江,05.09,944,891,40,13,8
黑龙江,05.08,944,835,96,13,12
黑龙江,05.07,944,815,116,13,17
黑龙江,05.06,944,793,138,13,16
黑龙江,05.05,944,758,173,13,19
黑龙江,05.04,944,719,212,13,23
黑龙江,05.03,944,657,274,13,28
黑龙江,05.02,944,620,311,13,32
黑龙江,05.01,944,604,327,13,36
黑龙江,04.30,944,587,344,13,36
黑龙江,04.29,939,587,339,13,41
黑龙江,04.28,939,587,339,13,44
黑龙江,04.27,939,586,340,13,41
黑龙江,04.26,936,556,367,13,41
黑龙江,04.25,935,511,411,13,47
黑龙江,04.24,930,508,409,13,58
黑龙江,04.23,928,485,430,13,57
黑龙江,06.16,925,485,427,13,54
黑龙江,04.21,921,477,431,13,59
黑龙江,04.20,913,475,425,13,69
黑龙江,04.19,905,472,420,13,66
黑龙江,04.18,898,472,413,13,63
黑龙江,04.17,892,472,407,13,61
黑龙江,04.16,872,471,388,13,71
黑龙江,04.15,861,471,377,13,66
黑龙江,04.14,841,470,358,13,57
黑龙江,04.13,819,470,336,13,61
黑龙江,04.12,740,470,257,13,125
黑龙江,04.11,684,470,201,13,141
黑龙江,04.10,661,470,178,13,150
黑龙江,04.09,638,470,155,13,157
黑龙江,04.08,609,470,126,13,156
黑龙江,04.07,569,470,86,13,146
黑龙江,04.06,544,469,62,13,62
黑龙江,04.05,524,469,42,13,60
黑龙江,04.04,504,469,22,13,39
黑龙江,04.03,491,469,9,13,29
黑龙江,04.02,489,469,7,13,16
黑龙江,04.01,488,469,6,13,15
黑龙江,03.31,484,469,2,13,0
黑龙江,03.30,484,469,2,13,0
黑龙江,03.29,484,469,2,13,0
黑龙江,06.16,484,469,2,13,0
黑龙江,03.27,484,469,2,13,0
黑龙江,03.26,484,469,2,13,0
黑龙江,03.25,484,469,2,13,0
黑龙江,03.24,484,468,3,13,0
黑龙江,03.23,484,468,3,13,0
黑龙江,03.22,484,465,6,13,0
黑龙江,03.21,484,465,6,13,0
黑龙江,03.20,484,463,8,13,0
黑龙江,03.19,484,463,8,13,0
黑龙江,03.18,483,460,10,13,0
黑龙江,03.17,482,459,10,13,0
黑龙江,03.16,482,456,13,13,0
黑龙江,03.15,482,454,15,13,0
黑龙江,03.14,482,453,16,13,0
黑龙江,03.13,482,447,22,13,0
黑龙江,03.12,482,446,23,13,0
黑龙江,03.11,482,440,29,13,0
黑龙江,03.10,482,435,34,13,0
黑龙江,03.09,481,434,34,13,0
黑龙江,03.08,481,421,47,13,0
黑龙江,03.07,481,409,59,13,0
黑龙江,03.06,481,402,66,13,0
黑龙江,03.05,481,380,88,13,0
黑龙江,03.04,481,379,89,13,0
黑龙江,03.03,480,372,95,13,0
黑龙江,03.02,480,358,109,13,0
黑龙江,03.01,480,350,117,13,0
黑龙江,02.29,480,330,137,13,0
黑龙江,02.28,480,295,172,13,0
黑龙江,02.27,480,280,187,13,0
黑龙江,02.26,480,262,205,13,0
黑龙江,02.25,480,245,223,12,0
黑龙江,02.24,480,232,236,12,0
黑龙江,02.23,480,224,244,12,0
黑龙江,02.22,480,215,253,12,0
黑龙江,02.21,479,183,284,12,0
黑龙江,02.20,479,141,326,12,0
黑龙江,02.19,476,123,341,12,0
黑龙江,02.18,470,108,350,12,0
黑龙江,02.17,464,85,368,11,0
黑龙江,02.16,457,80,366,11,0
黑龙江,02.15,445,70,364,11,0
黑龙江,02.14,425,48,366,11,0
黑龙江,02.13,418,37,370,11,0
黑龙江,02.12,395,31,355,9,0
黑龙江,02.11,378,28,342,8,0
黑龙江,02.10,360,27,325,8,0
黑龙江,02.09,331,15,309,7,0
黑龙江,02.08,307,15,286,6,0
黑龙江,02.07,295,12,278,5,0
黑龙江,02.06,277,9,265,3,0
黑龙江,02.05,227,7,217,3,0
黑龙江,02.04,190,4,184,2,0
黑龙江,02.03,155,2,151,2,0
黑龙江,02.02,118,2,114,2,0
黑龙江,02.01,95,2,91,2,0
黑龙江,01.31,80,,78,2,0
黑龙江,01.30,59,,57,2,0
黑龙江,01.29,44,,42,2,0
黑龙江,01.28,37,,36,1,0
黑龙江,01.27,30,,29,1,0
黑龙江,01.26,21,,20,1,0
黑龙江,01.25,15,,14,1,0
黑龙江,01.24,9,,8,1,0
黑龙江,01.23,4,,3,1,0
黑龙江,01.21,,,0,,0
辽宁,06.14,151,147,2,2,0
辽宁,06.13,149,147,0,2,2
辽宁,06.12,149,147,0,2,2
辽宁,06.11,149,147,0,2,0
辽宁,06.10,149,147,0,2,0
辽宁,06.09,149,147,0,2,0
辽宁,06.08,149,147,0,2,0
辽宁,06.07,149,147,0,2,0
辽宁,06.06,149,147,0,2,0
辽宁,06.05,149,147,0,2,0
辽宁,06.04,149,147,0,2,0
辽宁,06.03,149,147,0,2,0
辽宁,06.02,149,147,0,2,0
辽宁,06.01,149,147,0,2,0
辽宁,05.31,149,147,0,2,0
辽宁,05.30,149,147,0,2,0
辽宁,05.29,149,147,0,2,0
辽宁,05.28,149,147,0,2,0
辽宁,05.27,149,147,0,2,0
辽宁,05.26,149,147,0,2,0
辽宁,05.25,149,147,0,2,0
辽宁,05.24,149,145,2,2,1
辽宁,05.23,149,144,3,2,1
辽宁,05.22,149,144,3,2,1
辽宁,05.21,149,144,3,2,1
辽宁,05.20,149,144,3,2,1
辽宁,05.19,149,144,3,2,1
辽宁,05.18,149,144,3,2,1
辽宁,05.17,149,144,3,2,1
辽宁,05.16,149,144,3,2,1
辽宁,05.15,149,144,3,2,1
辽宁,05.14,149,144,3,2,1
辽宁,05.13,149,144,3,2,1
辽宁,05.12,147,144,1,2,1
辽宁,05.11,147,144,1,2,1
辽宁,05.10,147,144,1,2,1
辽宁,05.09,146,144,0,2,1
辽宁,05.08,146,144,0,2,1
辽宁,05.07,146,144,0,2,1
辽宁,05.06,146,144,0,2,1
辽宁,05.05,146,144,0,2,1
辽宁,05.04,146,144,0,2,1
辽宁,05.03,146,144,0,2,1
辽宁,05.02,146,144,0,2,1
辽宁,05.01,146,144,0,2,1
辽宁,04.30,146,143,1,2,1
辽宁,04.29,146,143,1,2,1
辽宁,04.28,146,143,1,2,1
辽宁,04.27,146,143,1,2,1
辽宁,04.26,146,143,1,2,0
辽宁,04.25,146,143,1,2,0
辽宁,04.24,146,143,1,2,0
辽宁,04.23,146,143,1,2,0
辽宁,04.22,146,143,1,2,0
辽宁,04.21,146,143,1,2,1
辽宁,04.20,146,143,1,2,1
辽宁,04.19,146,143,1,2,1
辽宁,04.18,146,142,2,2,5
辽宁,04.17,146,142,2,2,7
辽宁,04.16,146,140,4,2,10
辽宁,04.15,145,138,5,2,14
辽宁,04.14,145,138,5,2,16
辽宁,04.13,145,138,5,2,16
辽宁,04.12,145,136,7,2,17
辽宁,04.11,145,136,7,2,21
辽宁,04.10,145,133,10,2,22
辽宁,04.09,144,132,10,2,23
辽宁,04.08,144,131,11,2,25
辽宁,04.07,144,131,11,2,24
辽宁,04.06,144,130,12,2,28
辽宁,04.05,142,128,12,2,28
辽宁,04.04,142,126,14,2,24
辽宁,04.03,141,125,14,2,23
辽宁,04.02,141,124,15,2,19
辽宁,04.01,140,124,14,2,16
辽宁,03.31,140,124,14,2,17
辽宁,03.30,139,124,13,2,0
辽宁,03.29,136,124,10,2,0
辽宁,03.28,134,124,8,2,0
辽宁,03.27,131,124,5,2,0
辽宁,03.26,128,124,2,2,0
辽宁,03.25,127,124,1,2,0
辽宁,03.24,127,124,1,2,0
辽宁,03.23,127,124,1,2,0
辽宁,03.22,127,124,1,2,0
辽宁,03.21,126,122,2,2,0
辽宁,03.20,126,122,2,2,0
辽宁,03.19,126,122,2,2,0
辽宁,03.18,125,122,2,1,0
辽宁,03.17,125,122,2,1,0
辽宁,03.16,125,119,5,1,0
辽宁,03.15,125,114,10,1,0
辽宁,03.14,125,113,11,1,0
辽宁,03.13,125,113,11,1,0
辽宁,03.12,125,112,12,1,0
辽宁,03.11,125,111,13,1,0
辽宁,03.10,125,111,13,1,0
辽宁,03.09,125,110,14,1,0
辽宁,03.08,125,109,15,1,0
辽宁,03.07,125,108,16,1,0
辽宁,03.06,125,106,18,1,0
辽宁,03.05,125,106,18,1,0
辽宁,03.04,125,106,18,1,0
辽宁,03.03,125,106,18,1,0
辽宁,03.02,125,103,21,1,0
辽宁,03.01,122,103,18,1,0
辽宁,02.29,122,101,20,1,0
辽宁,02.28,121,95,25,1,0
辽宁,02.27,121,93,27,1,0
辽宁,02.26,121,92,28,1,0
辽宁,02.25,121,88,32,1,0
辽宁,02.24,121,83,37,1,0
辽宁,02.23,121,73,47,1,0
辽宁,02.22,121,68,52,1,0
辽宁,02.21,121,66,54,1,0
辽宁,02.20,121,61,59,1,0
辽宁,02.19,121,58,62,1,0
辽宁,02.18,121,55,65,1,0
辽宁,02.17,121,43,77,1,0
辽宁,02.16,121,41,79,1,0
辽宁,02.15,120,32,87,1,0
辽宁,02.14,119,29,89,1,0
辽宁,02.13,116,20,95,1,0
辽宁,02.12,116,19,97,,0
辽宁,02.11,111,18,93,0,0
辽宁,02.10,108,12,96,,0
辽宁,02.09,107,12,95,,0
辽宁,02.08,105,8,97,,0
辽宁,02.07,99,7,92,,0
辽宁,02.06,94,5,89,,0
辽宁,02.05,89,4,85,,0
辽宁,02.04,81,2,79,,0
辽宁,02.03,74,1,73,,0
辽宁,02.02,70,1,69,,0
辽宁,02.01,64,1,63,,0
辽宁,01.31,60,1,59,,0
辽宁,01.30,48,1,47,,0
辽宁,01.29,39,1,38,,0
辽宁,01.28,37,0,37,,0
辽宁,01.27,27,0,27,,0
辽宁,01.26,22,0,22,,0
辽宁,01.25,17,,17,,0
辽宁,01.24,12,,12,,0
辽宁,01.23,4,,4,,0
辽宁,01.22,2,,2,,0
云南,06.14,185,183,0,2,0
云南,06.13,185,183,0,2,0
云南,06.12,185,183,0,2,0
云南,06.11,185,183,0,2,0
云南,06.10,185,183,0,2,0
云南,06.09,185,183,0,2,0
云南,06.08,185,183,0,2,0
云南,06.07,185,183,0,2,0
云南,06.06,185,183,0,2,0
云南,06.05,185,183,0,2,0
云南,06.04,185,183,0,2,0
云南,06.03,185,183,0,2,0
云南,06.02,185,183,0,2,0
云南,06.01,185,183,0,2,0
云南,05.31,185,183,0,2,0
云南,05.30,185,183,0,2,0
云南,05.29,185,183,0,2,0
云南,05.28,185,183,0,2,0
云南,05.27,185,183,0,2,0
云南,05.26,185,183,0,2,0
云南,05.25,185,183,0,2,0
云南,05.24,185,183,0,2,0
云南,05.23,185,183,0,2,0
云南,05.22,185,183,0,2,0
云南,05.21,185,183,0,2,0
云南,05.20,185,183,0,2,0
云南,05.19,185,183,0,2,0
云南,05.18,185,183,0,2,0
云南,05.17,185,183,0,2,0
云南,05.16,185,183,0,2,0
云南,05.15,185,183,0,2,0
云南,05.14,185,183,0,2,0
云南,05.13,185,183,0,2,0
云南,05.12,185,183,0,2,0
云南,05.11,185,183,0,2,0
云南,05.10,185,183,0,2,0
云南,05.09,185,183,0,2,0
云南,05.08,185,182,1,2,0
云南,05.07,185,182,1,2,0
云南,05.06,185,181,2,2,0
云南,05.05,185,181,2,2,0
云南,05.04,185,181,2,2,0
云南,05.03,185,181,2,2,0
云南,05.02,185,181,2,2,0
云南,05.01,185,181,2,2,0
云南,04.30,185,181,2,2,0
云南,04.29,185,181,2,2,0
云南,04.28,185,181,2,2,0
云南,04.27,185,181,2,2,0
云南,04.26,185,181,2,2,0
云南,04.25,185,181,2,2,0
云南,04.24,185,180,3,2,1
云南,04.23,184,180,2,2,1
云南,04.22,184,178,4,2,1
云南,04.21,184,178,4,2,1
云南,04.20,184,178,4,2,1
云南,04.19,184,178,4,2,1
云南,04.18,184,178,4,2,1
云南,04.17,184,177,5,2,1
云南,04.16,184,177,5,2,1
云南,04.15,184,175,7,2,1
云南,04.14,184,175,7,2,1
云南,04.13,184,175,7,2,1
云南,04.12,184,174,8,2,3
云南,04.11,184,174,8,2,3
云南,04.10,184,174,8,2,3
云南,04.09,184,173,9,2,3
云南,04.08,184,173,9,2,4
云南,04.07,184,173,9,2,4
云南,04.06,184,173,9,2,4
云南,04.05,184,172,10,2,4
云南,04.04,184,172,10,2,4
云南,04.03,184,172,10,2,4
云南,04.02,184,172,10,2,4
云南,04.01,183,172,9,2,4
云南,03.31,182,172,8,2,0
云南,03.30,181,172,7,2,0
云南,03.29,180,172,6,2,0
云南,03.28,180,172,6,2,0
云南,03.27,180,172,6,2,0
云南,03.26,180,172,6,2,0
云南,03.25,178,172,4,2,0
云南,03.24,176,172,2,2,0
云南,03.23,176,172,2,2,0
云南,03.22,176,172,2,2,0
云南,03.21,176,172,2,2,0
云南,03.20,176,172,2,2,0
云南,03.19,176,172,2,2,0
云南,03.18,176,172,2,2,0
云南,03.17,176,172,2,2,0
云南,03.16,176,172,2,2,0
云南,03.15,175,172,1,2,0
云南,03.14,174,172,0,2,0
云南,03.13,174,170,2,2,0
云南,03.12,174,170,2,2,0
云南,03.11,174,170,2,2,0
云南,03.10,174,170,2,2,0
云南,03.09,174,170,2,2,0
云南,03.08,174,170,2,2,0
云南,03.07,174,170,2,2,0
云南,03.06,174,170,2,2,0
云南,03.05,174,169,3,2,0
云南,03.04,174,169,3,2,0
云南,03.03,174,169,3,2,0
云南,03.02,174,168,4,2,0
云南,03.01,174,163,9,2,0
云南,02.29,174,157,15,2,0
云南,02.28,174,156,16,2,0
云南,02.27,174,150,22,2,0
云南,02.26,174,144,28,2,0
云南,02.25,174,129,43,2,0
云南,02.24,174,124,48,2,0
云南,02.23,174,115,57,2,0
云南,02.22,174,107,65,2,0
云南,02.21,174,96,76,2,0
云南,02.20,174,79,93,2,0
云南,02.19,172,60,111,1,0
云南,02.18,173,57,116,,0
云南,02.17,172,47,125,,0
云南,02.16,171,42,129,,0
云南,02.15,169,42,127,,0
云南,02.14,168,35,133,,0
云南,02.13,162,27,135,,0
云南,02.12,155,25,130,,0
云南,02.11,150,20,130,,0
云南,02.10,149,19,130,,0
云南,02.09,141,18,123,,0
云南,02.08,140,17,123,,0
云南,02.07,138,12,126,,0
云南,02.06,135,7,128,,0
云南,02.05,128,5,123,,0
云南,02.04,122,5,117,,0
云南,02.03,117,5,112,,0
云南,02.02,109,3,106,,0
云南,02.01,99,2,97,,0
云南,01.31,91,1,90,,0
云南,01.30,80,0,80,,0
云南,01.29,70,0,70,,0
云南,01.28,44,0,44,,0
云南,01.27,26,0,26,,0
云南,01.26,19,0,19,,0
云南,01.25,11,0,11,,0
云南,01.24,5,,5,,0
云南,01.23,1,,1,,0
云南,01.22,1,,1,,0
云南,01.21,1,,1,,0
天津,06.14,196,189,4,3,7
天津,06.13,196,189,4,3,8
天津,06.12,196,189,4,3,8
天津,06.11,195,189,3,3,9
天津,06.10,195,189,3,3,9
天津,06.09,194,189,2,3,11
天津,06.08,193,189,1,3,8
天津,06.07,193,189,1,3,8
天津,06.06,193,189,1,3,7
天津,06.05,192,189,0,3,8
天津,06.04,192,189,0,3,6
天津,06.03,192,188,1,3,6
天津,06.02,192,188,1,3,5
天津,06.01,192,188,1,3,5
天津,05.31,192,188,1,3,5
天津,05.30,192,188,1,3,5
天津,05.29,192,188,1,3,5
天津,05.28,192,188,1,3,5
天津,05.27,192,188,1,3,5
天津,05.26,192,188,1,3,5
天津,05.25,192,188,1,3,5
天津,05.24,192,188,1,3,5
天津,05.23,192,187,2,3,4
天津,05.22,192,187,2,3,4
天津,05.21,192,187,2,3,2
天津,05.20,192,187,2,3,2
天津,05.19,192,187,2,3,2
天津,05.18,192,187,2,3,4
天津,05.17,192,187,2,3,4
天津,05.16,192,187,2,3,3
天津,05.15,191,187,1,3,3
天津,05.14,191,187,1,3,3
天津,05.13,191,187,1,3,3
天津,05.12,191,186,2,3,3
天津,05.11,191,186,2,3,3
天津,05.10,191,186,2,3,3
天津,05.09,191,186,2,3,3
天津,05.08,191,186,2,3,4
天津,05.07,190,186,1,3,4
天津,05.06,190,186,1,3,4
天津,05.05,190,186,1,3,4
天津,05.04,190,186,1,3,4
天津,05.03,190,186,1,3,4
天津,05.02,190,186,1,3,3
天津,05.01,190,185,2,3,3
天津,04.30,190,184,3,3,3
天津,04.29,190,183,4,3,3
天津,04.28,190,183,4,3,3
天津,04.27,190,182,5,3,3
天津,04.26,190,182,5,3,3
天津,04.25,190,182,5,3,3
天津,04.24,190,181,6,3,3
天津,04.23,189,179,7,3,3
天津,04.22,189,178,8,3,3
天津,04.21,189,176,10,3,3
天津,04.20,189,174,12,3,3
天津,04.19,189,174,12,3,2
天津,04.18,189,173,13,3,2
天津,04.17,189,173,13,3,2
天津,04.16,186,172,11,3,1
天津,04.15,185,171,11,3,2
天津,04.14,185,168,14,3,1
天津,04.13,184,161,20,3,1
天津,04.12,184,161,20,3,1
天津,04.11,183,161,19,3,1
天津,04.10,183,158,22,3,1
天津,04.09,182,154,25,3,1
天津,04.08,181,152,26,3,1
天津,04.07,180,152,25,3,1
天津,04.06,180,151,26,3,1
天津,04.05,180,144,33,3,0
天津,04.04,180,144,33,3,0
天津,04.03,180,140,37,3,0
天津,04.02,177,140,34,3,0
天津,04.01,176,135,38,3,0
天津,03.31,174,135,36,3,0
天津,03.30,174,133,38,3,0
天津,03.29,166,133,30,3,0
天津,03.28,163,133,27,3,0
天津,03.27,156,133,20,3,0
天津,03.26,152,133,16,3,0
天津,03.25,147,133,11,3,0
天津,03.24,145,133,9,3,0
天津,03.23,141,133,5,3,0
天津,03.22,137,133,1,3,0
天津,03.21,137,133,1,3,0
天津,03.20,137,133,1,3,0
天津,03.19,137,133,1,3,0
天津,03.18,136,133,0,3,0
天津,03.17,136,133,0,3,0
天津,03.16,136,133,0,3,0
天津,03.15,136,133,0,3,0
天津,03.14,136,132,1,3,0
天津,03.13,136,132,1,3,0
天津,03.12,136,132,1,3,0
天津,03.11,136,132,1,3,0
天津,03.10,136,131,2,3,0
天津,03.09,136,130,3,3,0
天津,03.08,136,129,4,3,0
天津,03.07,136,128,5,3,0
天津,03.06,136,128,5,3,0
天津,03.05,136,128,5,3,0
天津,03.04,136,128,5,3,0
天津,03.03,136,124,9,3,0
天津,03.02,136,118,15,3,0
天津,03.01,136,111,22,3,0
天津,02.29,136,109,24,3,0
天津,02.28,136,105,28,3,0
天津,02.27,136,102,31,3,0
天津,02.26,135,96,36,3,0
天津,02.25,135,91,41,3,0
天津,02.24,135,87,45,3,0
天津,02.23,135,81,51,3,0
天津,02.22,135,65,67,3,0
天津,02.21,133,62,68,3,0
天津,02.20,131,59,69,3,0
天津,02.19,130,54,73,3,0
天津,02.18,128,48,77,3,0
天津,02.17,125,46,76,3,0
天津,02.16,124,45,76,3,0
天津,02.15,122,37,82,3,0
天津,02.14,120,32,85,3,0
天津,02.13,119,21,95,3,0
天津,02.12,112,11,99,2,0
天津,02.11,105,10,93,2,0
天津,02.10,95,8,85,2,0
天津,02.09,91,4,86,1,0
天津,02.08,88,4,83,1,0
天津,02.07,81,2,78,1,0
天津,02.06,79,2,76,1,0
天津,02.05,69,2,66,1,0
天津,02.04,67,2,65,,0
天津,02.03,60,1,59,,0
天津,02.02,48,1,47,,0
天津,02.01,41,,41,,0
天津,01.31,32,,32,,0
天津,01.30,31,,31,,0
天津,01.29,27,,27,,0
天津,01.28,25,,25,,0
天津,01.27,23,,23,,0
天津,01.26,14,,14,,0
天津,01.25,10,,10,,0
天津,01.24,8,,8,,0
天津,01.23,5,,5,,0
天津,01.22,4,,4,,0
天津,01.21,2,,2,,0
山西,06.14,198,198,0,0,0
山西,06.13,198,198,0,0,0
山西,06.12,198,198,0,0,0
山西,06.11,198,198,0,0,0
山西,06.10,198,198,0,0,0
山西,06.09,198,198,0,0,0
山西,06.08,198,198,0,0,0
山西,06.07,198,198,0,0,0
山西,06.06,198,198,0,0,0
山西,06.05,198,198,0,0,0
山西,06.04,198,198,0,0,0
山西,06.03,198,198,0,0,0
山西,06.02,198,198,0,0,0
山西,06.01,198,198,0,0,0
山西,05.31,198,198,0,0,0
山西,05.30,198,198,0,0,0
山西,05.29,198,198,0,0,0
山西,05.28,198,198,0,0,0
山西,05.27,198,198,0,0,0
山西,05.26,198,198,0,0,0
山西,05.25,198,198,0,0,0
山西,05.24,198,198,0,0,0
山西,05.23,198,198,0,0,0
山西,05.22,198,198,0,0,0
山西,05.21,198,198,0,0,0
山西,05.20,198,198,0,0,0
山西,05.19,198,198,0,0,0
山西,05.18,198,198,0,0,0
山西,05.17,198,198,0,0,0
山西,05.16,198,198,0,0,0
山西,05.15,198,198,0,0,0
山西,05.14,198,198,0,0,0
山西,05.13,198,198,0,0,0
山西,05.12,198,198,0,0,0
山西,05.11,198,197,1,0,0
山西,05.10,198,197,1,0,0
山西,05.09,198,197,1,0,0
山西,05.08,198,196,2,0,0
山西,05.07,198,195,3,0,1
山西,05.06,198,194,4,0,1
山西,05.05,198,193,5,0,3
山西,05.04,198,190,8,0,3
山西,05.03,198,180,18,0,3
山西,05.02,198,176,22,0,3
山西,05.01,197,176,21,0,3
山西,04.30,197,172,25,0,3
山西,04.29,197,164,33,0,4
山西,04.28,197,160,37,0,4
山西,04.27,197,160,37,0,4
山西,04.26,197,157,40,0,4
山西,04.25,197,154,43,0,4
山西,04.24,197,149,48,0,4
山西,04.23,197,142,55,0,4
山西,04.22,197,142,55,0,4
山西,04.21,197,140,57,0,4
山西,04.20,197,140,57,0,4
山西,04.19,197,135,62,0,4
山西,04.18,197,135,62,0,4
山西,04.17,197,135,62,0,3
山西,04.16,197,135,62,0,3
山西,04.15,194,135,59,0,2
山西,04.14,186,135,51,0,2
山西,04.13,173,135,38,0,2
山西,04.12,173,135,38,0,2
山西,04.11,172,135,37,0,3
山西,04.10,172,135,37,,4
山西,04.09,168,134,34,,3
山西,04.08,166,134,32,,4
山西,04.07,163,134,29,0,7
山西,04.06,138,133,5,0,2
山西,04.05,138,133,5,0,2
山西,04.04,138,133,5,0,2
山西,04.03,137,133,4,0,2
山西,04.02,137,133,4,0,2
山西,04.01,137,133,4,0,0
山西,03.31,137,133,4,0,0
山西,03.30,136,133,3,0,0
山西,03.29,136,133,3,0,0
山西,03.28,136,133,3,0,0
山西,03.27,135,133,2,0,0
山西,03.26,135,133,2,0,0
